Timestamp,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P403,AIT501,AIT502,AIT503,AIT504,PIT502,FIT601,P602,Normal_Attack
 22/12/2015 4:18:38 PM,0.0,144.5679,1.0,1,1,251.9546,8.315369,308.5363,1,1,2.560983,0.000256221,167.1847,1,1,1.0,1,1,1,0.0,167.2648,0.0,150.0,1,7.472635,173.3914,260.2858,123.3914,0.0,0.000256304,1,Normal
 22/12/2015 4:19:54 PM,0.0,138.2875,1.0,1,1,251.9546,8.314728,308.8951,1,1,2.560983,0.000256221,155.8094,1,1,1.0,1,1,1,0.0,167.393,0.0,144.8475,1,7.467829,173.5965,260.446,123.3914,0.0,0.000256304,1,Normal
 22/12/2015 4:20:13 PM,0.0,138.209,1.0,1,1,251.9546,8.314407,309.1515,1,1,2.560983,0.000256221,154.6479,1,1,1.0,1,1,1,0.0,167.393,0.0,144.1938,1,7.467829,173.6221,260.6063,123.3914,0.0,0.000256304,1,Normal
 22/12/2015 4:20:28 PM,0.0,136.9136,1.0,1,1,251.9546,8.311844,309.2028,1,1,2.560983,0.000256221,153.286,1,1,1.0,1,1,1,0.0,167.5211,0.0,142.2712,1,7.467829,173.6221,260.5422,123.3914,0.0,0.000256304,1,Normal
 22/12/2015 4:20:33 PM,0.0,137.1491,1.0,1,1,251.9546,8.309921,309.2028,1,1,2.560983,0.000256221,152.9656,1,1,1.0,1,1,1,0.0,167.5211,0.0,142.0789,1,7.466227,173.6221,260.5422,123.3914,0.0,0.000256304,1,Normal
 22/12/2015 4:21:58 PM,0.0,132.4388,1.0,1,1,251.9226,8.31665,309.7924,1,1,2.560983,0.000256221,148.039,1,1,1.0,1,1,1,0.0,167.7775,0.0,140.1564,1,7.463984,173.9041,260.5422,123.3914,0.0,0.000256304,1,Normal
 22/12/2015 4:22:20 PM,0.0,132.3996,1.0,1,1,251.9226,8.309921,309.9974,1,1,2.560983,0.000256221,147.8788,1,1,1.0,1,1,1,0.0,167.9569,0.0,139.5027,1,7.462702,174.0836,260.5422,123.3914,0.0,0.000256304,1,Normal
 22/12/2015 4:22:43 PM,0.0,131.536,1.0,1,1,251.9226,8.313126,309.9974,1,1,2.560983,0.000256221,146.4769,1,1,1.0,1,1,1,0.0,167.9569,0.0,139.1951,1,7.46078,174.1605,260.5422,123.3914,0.0,0.000256304,1,Normal
 22/12/2015 4:22:57 PM,0.0,130.3977,1.0,1,1,251.9226,8.307999,310.1,1,1,2.560983,0.000256221,145.8761,1,1,1.0,1,1,1,0.0,168.0851,0.0,138.6568,1,7.457896,174.1605,260.7024,123.3914,0.0,0.000256304,1,Normal
 22/12/2015 4:23:22 PM,0.0,130.6332,1.0,1,1,251.9226,8.311523,310.4589,1,1,2.560983,0.000256221,145.7559,1,1,1.0,1,1,1,0.0,168.0851,0.0,137.9646,1,7.458216,174.1605,260.6383,123.3914,0.0,0.000256304,1,Normal
 22/12/2015 4:23:28 PM,0.0,130.0051,1.0,1,1,251.9226,8.309921,310.4589,1,1,2.560983,0.000256221,145.4755,1,1,1.0,1,1,1,0.0,168.0851,0.0,138.0031,1,7.458216,174.1605,260.6383,123.3914,0.0,0.000256304,1,Normal
 22/12/2015 4:26:14 PM,0.0,128.2388,1.0,1,1,251.9226,8.307999,311.4842,1,1,2.560983,0.000256221,141.7505,1,1,1.0,1,1,1,0.0,168.5978,0.0,135.7344,1,7.448603,174.4937,260.6063,123.353,0.0,0.000256304,1,Normal
 22/12/2015 4:27:11 PM,0.0,126.0406,1.0,1,1,251.9226,8.307999,311.6637,1,1,2.560983,0.000256221,140.4688,1,1,1.0,1,1,1,0.0,168.6747,0.0,134.5424,1,7.451167,174.8013,260.6063,123.353,0.0,0.000256304,1,Normal
 22/12/2015 4:28:07 PM,0.0,125.9621,1.0,1,1,251.9226,8.31665,312.1251,1,1,2.560983,0.000256221,139.5476,1,1,1.0,1,1,1,0.0,168.9823,0.0,133.5811,1,7.449885,175.1089,260.5422,123.3914,0.0,0.000256304,1,Normal
 22/12/2015 4:28:49 PM,0.0,125.5696,1.0,1,1,251.9226,8.312164,312.3814,1,1,2.560983,0.000256221,139.147,1,1,1.0,1,1,1,0.0,169.0079,0.0,132.9659,1,7.449564,175.1089,260.8626,123.3914,0.0,0.000256304,1,Normal
 22/12/2015 4:30:04 PM,0.0,124.5098,1.0,1,1,251.9226,8.313446,312.7916,1,1,2.560983,0.000256221,138.9067,1,1,1.0,1,1,1,0.0,169.2387,0.0,134.1964,1,7.44636,175.4166,260.7024,123.3145,0.0,0.000256304,1,Normal
 22/12/2015 4:30:30 PM,0.0,123.3714,1.0,1,1,251.9226,8.313766,312.9198,1,1,2.560983,0.000256221,137.4247,1,1,1.0,1,1,1,0.0,169.2387,0.0,133.4658,1,7.444758,175.3909,260.7024,123.4299,0.0,0.000256304,1,Normal
 22/12/2015 4:31:14 PM,0.0,123.4892,1.0,1,1,251.9226,8.310242,313.1761,1,1,2.560983,0.000256221,137.7451,1,1,1.0,1,1,1,0.0,169.5463,0.0,133.1966,1,7.443156,175.5704,260.7024,123.4299,0.0,0.000256304,1,Normal
 22/12/2015 4:31:31 PM,0.0,123.8817,1.0,1,1,251.9226,8.306396,313.3299,1,1,2.560983,0.000256221,137.5048,1,1,1.0,1,1,1,0.0,169.5463,0.0,132.6198,1,7.445399,175.6473,260.7024,123.3145,0.0,0.000256304,1,Normal
 22/12/2015 4:31:41 PM,0.0,123.6069,1.0,1,1,251.9226,8.306396,313.3299,1,1,2.560983,0.000256221,137.7451,1,1,1.0,1,1,1,0.0,169.5463,0.0,132.0431,1,7.443797,175.6473,260.7024,123.3145,0.0,0.000256304,1,Normal
 22/12/2015 4:32:56 PM,0.0,123.9602,1.0,1,1,251.9867,8.308319,313.7657,1,1,2.564185,0.000256221,136.5836,1,1,1.0,1,1,1,0.0,169.8026,0.0,133.2735,1,7.441874,175.9036,260.7665,123.3145,0.0,0.000256304,1,Normal
 22/12/2015 4:34:51 PM,0.0,123.8032,1.0,1,1,251.9546,8.309601,314.2784,1,1,2.564185,0.000256221,136.5435,1,1,1.0,1,1,1,0.0,170.2897,0.0,131.697,1,7.439951,176.16,260.7665,123.3145,0.0,0.000256304,1,Normal
 22/12/2015 4:35:00 PM,0.0,123.0181,1.0,1,1,251.7944,8.305756,314.2784,1,1,2.564185,0.000256221,136.143,1,1,1.0,1,1,1,0.0,170.2128,0.0,132.2353,1,7.439951,176.16,260.7665,123.3145,0.0,0.000256304,1,Normal
 22/12/2015 4:37:33 PM,0.0,122.3508,1.0,1,1,251.8905,8.307999,315.1243,1,1,2.560983,0.000256221,134.9414,1,1,1.0,1,1,1,0.0,170.7254,0.0,132.8121,1,7.435786,176.5445,260.7665,123.3914,0.0,0.000256304,1,Normal
 22/12/2015 4:37:45 PM,0.0,121.8406,1.0,1,1,251.8905,8.306717,315.1243,1,1,2.560983,0.000256221,135.3419,1,1,1.0,1,1,1,0.0,170.7254,0.0,131.8508,1,7.435786,176.6983,260.7665,123.3914,0.0,0.000256304,1,Normal
 22/12/2015 4:39:15 PM,0.0,121.0163,1.0,1,1,251.7303,8.307358,315.5858,1,1,2.560983,0.000256221,135.3419,1,1,1.0,1,1,1,0.0,171.1612,0.0,132.3122,1,7.430979,177.0315,260.7665,123.3914,0.0,0.000256304,1,Normal
 22/12/2015 4:39:43 PM,0.0,121.8798,1.0,1,1,251.8905,8.307358,315.6883,1,1,2.560983,0.000256221,135.7024,1,1,1.0,1,1,1,0.0,171.0331,0.0,131.3509,1,7.430338,176.929,260.7665,123.3914,0.0,0.000256304,1,Normal
 22/12/2015 4:40:18 PM,2.654453,123.9602,2.0,1,1,251.9226,8.305115,315.8677,1,1,2.560983,0.000256221,135.2217,1,1,1.0,1,1,1,0.0,171.1869,0.0,131.5432,1,7.432902,177.1084,260.7665,123.3914,0.0,0.000256304,1,Normal
 22/12/2015 4:42:27 PM,2.61634,186.5684,2.0,1,1,252.7878,8.309921,316.6624,1,1,2.564185,0.000256221,133.6196,1,1,1.0,1,1,1,0.0,171.6227,0.0,132.1969,1,7.426493,177.698,260.8626,123.4299,0.0,0.000128152,1,Normal
 22/12/2015 4:42:46 PM,2.577907,194.4974,2.0,1,1,252.7557,8.311523,316.8418,1,1,2.564185,0.000256221,134.5809,1,1,1.0,1,1,1,0.0,171.5714,0.0,133.3889,1,7.426173,177.6724,260.8626,123.4299,0.0,0.000128152,1,Normal
 22/12/2015 4:43:48 PM,2.598725,227.7445,2.0,1,1,252.4353,8.311844,317.0213,1,1,2.564185,0.000256221,135.3018,1,1,1.0,1,1,1,0.0,171.9303,0.0,131.6201,1,7.427134,177.9287,260.8626,123.4299,0.0,0.000128152,1,Normal
 22/12/2015 4:44:38 PM,2.624988,252.6308,2.0,2,1,252.243,8.311844,317.1751,1,1,2.564185,0.000256221,134.9814,1,1,1.0,1,1,1,0.0,172.0584,0.0,132.3891,1,7.427134,177.98,260.8626,123.4299,0.0,0.000128152,1,Normal
 22/12/2015 4:45:38 PM,2.532108,254.3971,2.0,2,1,260.7665,8.721354,334.4271,2,1,2.564185,0.000256221,157.6519,1,1,1.0,1,1,1,0.0,172.1866,0.0,131.4278,1,7.422648,178.1082,260.8626,123.4299,0.0,0.000128152,1,Normal
 22/12/2015 4:45:53 PM,2.672069,256.2813,2.0,2,1,260.8626,8.82293,353.4735,2,1,2.564185,0.000256221,166.7041,1,1,1.0,1,1,1,0.0,172.2122,0.0,132.8506,1,7.419765,178.1082,260.8626,123.4299,0.0,0.000128152,1,Normal
 22/12/2015 4:46:02 PM,2.54652,251.8849,2.0,2,1,261.0869,8.84568,363.3684,2,1,2.564185,0.000256221,170.5492,1,1,1.0,1,1,1,0.0,172.3148,0.0,132.2353,1,7.421687,178.2363,260.8626,123.4299,0.0,0.000128152,1,Normal
 22/12/2015 4:47:12 PM,2.654453,254.5149,2.0,2,1,261.6637,8.871956,423.2505,2,1,2.564185,0.000256221,203.2332,1,1,1.0,1,1,1,0.0,172.4686,0.0,132.466,1,7.420726,178.3389,260.8626,123.5068,0.0,6.41e-05,1,Normal
 22/12/2015 4:48:10 PM,2.572783,256.6738,2.0,2,1,262.2084,8.876442,459.9077,2,1,2.564185,0.000256221,233.634,1,1,1.0,1,1,1,0.0,172.7249,0.0,132.3122,1,7.418162,178.5696,260.8626,123.4299,0.0,0.000128152,1,Normal
 22/12/2015 4:50:37 PM,2.591359,258.6364,2.0,2,1,263.0415,8.774866,513.3043,1,1,20.59031,2.239503,271.7252,1,2,1.0,1,2,1,0.0,173.1351,0.0,149.6155,1,7.414317,178.9541,260.9267,123.5837,0.0,0.000128152,1,Normal
 22/12/2015 4:50:50 PM,2.529225,259.5,2.0,2,1,263.2979,8.573956,520.123,1,1,20.66073,2.239503,275.0897,1,2,1.0,1,2,1,0.0,173.2889,0.0,158.344,1,7.414317,179.1336,260.9267,123.5837,0.0,0.000128152,1,Normal
 22/12/2015 4:50:52 PM,2.496877,259.2645,2.0,2,1,263.2979,8.551846,520.2769,1,1,20.71515,2.239503,274.6892,1,2,1.0,1,2,1,0.0,173.2889,0.0,158.8054,1,7.414317,179.1336,260.9267,123.5837,0.0,0.000128152,1,Normal
 22/12/2015 4:50:55 PM,2.45364,258.7542,2.0,2,1,263.2979,8.513715,520.4819,1,1,20.69275,2.236044,274.3287,1,2,1.0,1,2,1,0.0,173.2889,0.0,159.4976,1,7.414317,179.1336,260.9267,123.5837,0.0,0.000128152,1,Normal
 22/12/2015 4:51:07 PM,2.643564,261.8552,2.0,2,1,263.2979,8.381056,519.6104,1,1,20.75997,2.236428,272.9268,1,2,1.0,1,2,1,0.0,173.2889,0.0,165.5729,1,7.415278,179.1336,260.9267,123.5452,0.0,0.000128152,1,Normal
 22/12/2015 4:51:10 PM,2.611216,261.8159,2.0,2,1,263.2979,8.359908,519.1746,1,1,20.61271,2.239247,274.1284,1,2,1.0,1,2,1,0.0,173.2889,0.0,167.5724,1,7.415278,179.1336,260.9267,123.5452,0.0,0.000128152,1,Normal
 22/12/2015 4:53:02 PM,2.518336,259.5392,2.0,2,1,263.9067,8.266983,500.7947,1,1,20.69915,2.234763,279.8962,1,2,1.0,1,2,1,0.0,173.6478,0.0,214.7911,1,7.413356,179.4924,260.9267,123.6991,0.0,0.000128152,1,Normal
 22/12/2015 4:53:16 PM,2.665983,262.6402,2.0,2,1,263.9067,8.262177,499.2053,1,1,20.65113,2.235275,280.537,1,2,1.0,1,2,1,0.0,173.6734,0.0,221.6739,1,7.413035,179.3386,260.9267,123.6991,0.0,0.000128152,1,Normal
 22/12/2015 4:53:40 PM,2.601928,260.7953,2.0,2,1,264.131,8.261536,496.1548,1,1,20.71836,2.235788,282.0992,1,2,1.0,1,2,1,0.0,173.6478,0.0,230.5563,1,7.414638,179.4155,260.9267,123.6991,0.0,0.000128152,1,Normal
 22/12/2015 4:53:43 PM,2.664382,261.2664,2.0,2,1,264.131,8.261536,495.6678,1,1,20.71836,2.235788,282.9002,1,2,1.0,1,2,1,0.0,173.6478,0.0,232.2866,1,7.414638,179.4924,260.9267,123.6991,0.0,0.000128152,1,Normal
 22/12/2015 4:54:49 PM,2.457483,257.9299,2.0,2,1,264.2271,8.260895,488.9515,1,1,20.72476,2.230663,283.3008,1,2,1.0,1,2,1,0.0,178.8259,1.141832,252.8582,1,7.428095,181.7739,258.3633,222.0969,2.931471,0.000128152,1,Normal
 22/12/2015 4:56:19 PM,2.655735,260.8346,2.0,2,1,264.7078,8.262177,481.1331,1,1,20.69595,2.231816,290.7107,1,2,1.0,1,2,1,0.0,183.2351,1.615993,271.1997,1,7.467508,176.0831,253.8131,29.72315,2.94749,0.000128152,1,Normal
 22/12/2015 5:00:10 PM,2.609294,265.7804,2.0,2,1,265.3486,8.26474,464.1887,1,1,20.99686,2.259616,301.1648,1,2,1.0,1,1,2,0.0,220.5076,1.664307,297.2699,1,7.49795,185.696,259.9333,8.574724,1.441707,0.000384455,1,Normal
 22/12/2015 5:00:13 PM,2.677193,266.958,2.0,2,1,265.2525,8.26474,464.1887,1,1,20.94244,2.26205,301.8056,1,2,1.0,1,1,2,0.0,220.6357,1.667382,297.616,1,7.500834,185.9267,259.9333,8.805434,1.441707,0.000128152,1,Normal
 22/12/2015 5:00:54 PM,2.475419,266.4085,2.0,2,1,265.1884,8.270187,461.8816,1,1,20.79198,2.233482,304.7696,1,2,1.0,1,2,1,0.0,224.5322,1.670458,301.9226,1,7.511407,191.2074,260.1256,8.805434,1.457726,0.000128152,1,Normal
 22/12/2015 5:03:08 PM,2.444031,264.7599,2.0,2,1,265.3807,8.268265,453.7811,1,1,20.87201,2.227973,310.2971,1,2,1.0,1,2,1,0.0,232.0943,1.67033,314.2271,1,7.534799,204.9731,260.7024,9.728274,1.457726,0.000320379,1,Normal
 22/12/2015 5:03:47 PM,2.61634,269.3524,2.0,2,1,265.5409,8.268585,451.8329,1,1,20.92003,2.232841,312.9005,1,2,1.0,1,2,1,0.0,233.171,1.671867,317.0725,1,7.537683,207.3315,260.8947,9.766726,1.489764,0.000256304,1,Normal
 22/12/2015 5:04:12 PM,2.614099,265.8982,2.0,2,1,265.5409,8.269867,450.2948,1,1,20.74397,2.2363,312.2997,1,2,1.0,1,2,1,0.0,233.6324,1.665972,319.4565,1,7.540246,209.2797,261.0549,9.997437,1.537821,0.000256304,1,Normal
 22/12/2015 5:05:17 PM,2.425135,267.6646,2.0,2,1,265.605,8.273071,446.6291,1,1,20.8304,2.234507,314.1022,1,2,1.0,1,2,1,0.0,234.4527,1.671739,323.3402,1,7.549859,211.715,261.2791,10.15124,1.489764,0.000256304,1,Normal
 22/12/2015 5:06:26 PM,2.556129,270.53,2.0,2,1,265.605,8.273392,443.0915,1,1,20.65433,2.233097,320.1102,1,2,1.0,1,2,1,0.0,235.4268,1.675584,329.1848,1,7.55787,214.2271,261.4394,10.30505,1.457726,0.000256304,1,Normal
 22/12/2015 5:06:28 PM,2.529546,270.0197,2.0,2,1,265.605,8.273392,442.707,1,1,20.80479,2.234122,320.3906,1,2,1.0,1,2,1,0.0,235.4268,1.672252,328.9156,1,7.55787,214.2528,261.4394,10.30505,1.457726,0.000256304,1,Normal
 22/12/2015 5:06:44 PM,2.657656,269.4702,2.0,2,1,265.605,8.273071,442.0918,1,1,20.95205,2.234122,321.7124,1,2,1.0,1,2,1,0.0,235.0679,1.67379,332.1071,1,7.558831,214.6116,261.5675,10.30505,1.521802,0.000256304,1,Normal
 22/12/2015 5:07:04 PM,2.433783,272.0609,2.0,2,1,265.8613,8.273071,441.1177,1,1,20.86881,2.232841,321.7925,1,2,1.0,1,2,1,0.0,235.3755,1.675584,335.9908,1,7.560754,215.2525,261.5675,10.49731,1.489764,0.000256304,1,Normal
 22/12/2015 5:07:44 PM,2.578868,271.8646,2.0,2,1,265.6691,8.27211,439.0669,1,1,20.80799,2.233482,322.8339,1,2,1.0,1,2,1,0.0,235.7088,1.67443,340.6434,1,7.564279,216.201,261.7278,10.38195,1.489764,0.000256304,1,Normal
 22/12/2015 5:08:17 PM,2.469974,268.2534,2.0,2,1,265.7332,8.276276,437.2981,1,1,20.77598,2.23156,324.3159,1,2,1.0,1,2,1,0.0,235.3755,1.675456,341.5278,1,7.568765,216.2522,261.7278,10.53576,1.489764,0.000256304,1,Normal
 22/12/2015 5:08:21 PM,2.428018,265.1916,2.0,2,1,265.7332,8.276276,437.2981,1,1,20.84641,2.23156,325.918,1,2,1.0,1,2,1,0.0,235.3755,1.671996,342.1815,1,7.571969,216.2522,261.7278,10.53576,1.617916,0.000256304,1,Normal
 22/12/2015 5:09:13 PM,2.428338,273.8665,2.0,2,1,265.7332,8.293579,425.7114,2,1,20.8432,2.231816,330.2439,1,2,1.0,1,2,1,0.0,235.3243,1.676737,346.0267,1,7.577737,217.0469,261.7278,10.49731,1.569859,0.000256304,1,Normal
 22/12/2015 5:10:08 PM,2.583352,271.9824,2.0,2,1,265.8613,8.884773,448.6029,2,1,20.85601,2.236044,329.643,1,2,1.0,1,2,1,0.0,235.0936,1.679044,350.6409,1,7.581262,217.6621,261.8559,10.61266,1.537821,0.000256304,1,Normal
 22/12/2015 5:11:01 PM,2.576946,275.1618,2.0,2,1,265.8613,8.894066,477.6211,2,1,20.77278,2.233225,335.1304,1,2,1.0,1,2,1,0.0,234.8116,1.68212,357.0238,1,7.585106,217.8416,261.9841,10.57421,1.505783,0.000256304,1,Normal
 22/12/2015 5:11:06 PM,2.655414,272.8459,2.0,2,1,265.8613,8.888939,479.8513,2,1,20.8208,2.235147,334.4896,1,2,1.0,1,2,1,0.0,234.4783,1.680197,357.3699,1,7.583504,217.8416,261.9841,10.57421,1.505783,0.000256304,1,Normal
 22/12/2015 5:12:25 PM,2.647727,276.2216,2.0,2,1,265.8613,8.89727,504.2553,1,1,20.62232,2.231432,336.9328,1,2,1.0,1,2,1,0.0,234.0938,1.680197,365.8293,1,7.594719,217.739,262.5288,10.61266,1.457726,0.000256304,1,Normal
 22/12/2015 5:14:35 PM,2.657016,277.3207,2.0,2,1,265.9895,8.304153,506.3061,1,1,20.71836,2.231816,344.5831,1,2,1.0,1,2,1,0.0,233.5042,1.6793,377.4417,1,7.599526,217.8672,263.4901,10.88183,1.505783,0.000256304,1,Normal
 22/12/2015 5:15:21 PM,2.535951,277.9488,2.0,2,1,265.9895,8.297104,501.5124,1,1,20.87522,2.231816,345.1439,1,2,1.0,1,2,1,0.0,233.1966,1.6793,381.9405,1,7.601128,218.0467,263.9708,10.88183,1.457726,0.000256304,1,Normal
 22/12/2015 5:16:14 PM,2.539474,278.3413,2.0,2,1,265.9895,8.295181,495.3858,1,1,20.73436,2.224898,347.0665,1,2,1.0,1,2,1,0.0,232.889,1.679941,387.8621,1,7.603371,218.0723,264.3232,10.95873,1.505783,0.000256304,1,Normal
 22/12/2015 5:16:31 PM,2.496237,277.7133,2.0,2,1,265.9895,8.29454,493.7196,1,1,20.70875,2.230023,350.1907,1,2,1.0,1,2,1,0.0,232.7608,1.679428,388.6311,1,7.602089,218.1748,264.4835,10.95873,1.505783,0.000256304,1,Normal
 22/12/2015 5:16:51 PM,2.606412,277.9488,2.0,2,1,265.9895,8.297104,492.2071,1,1,20.84,2.232201,348.7888,1,2,1.0,1,2,1,0.0,232.5045,1.679044,389.4386,1,7.60273,218.1748,264.7719,10.95873,1.505783,0.000256304,1,Normal
 22/12/2015 5:16:56 PM,2.520257,279.8722,2.0,2,1,265.9895,8.297745,491.7713,1,1,20.79519,2.229895,348.7087,1,2,1.0,1,2,1,0.0,232.5558,1.677506,388.8234,1,7.60273,218.1748,264.7398,10.95873,1.441707,0.000256304,1,Normal
